File,aid,Date,Orbit Number,Scene ID,Build ID,Orbit Correction Performed,3,7,15,16386,16390,16399,16450,16454,16514,16518,16578,16582,16834,16838,17088,17089,17090,17094,17538,17602,17606,17856,17858,17862,18112,18113,18114,18117,18118,18562,18626,18630,18880,18882,18885,18886,19136,19137,19138,19141,19142,19650,19904,19906,19909,19910,20160,20162,20165,20166,32783,32962,33218,33222,33472,33474,33478,33986,34240,34242,34246,34496,34497,34498,34502,35010,35264,35266,35269,35270,35520,35521,35522,35525,35526,36288,36290,36293,36294,36544,36546,36549,36550,36930,36934,36994,36998,37058,37062,37314,37318,37568,37569,37570,37573,37574,38338,38592,38593,38594,38597,38598,38848,38849,38850,38854,39362,39366,39616,39617,39618,39621,39622,39872,39873,39874,39877,39878,40386,40640,40642,40645,40646,40896,40898,40901,40902,43712,43714,43717,44736,44738,44741,44742
SDS_QC_2022214_aid0001,aid0001,2022-08-02 13:17:11+00:00,23096,005,0601,True,,,,,,,,,,,,,240.0,8.0,51.0,2.0,681.0,46.0,,,,,610.0,9.0,334.0,,1278.0,2.0,49.0,,,,,1355.0,,13.0,16644.0,216.0,11275.0,542.0,266.0,,,324.0,,5.0,28914.0,11977.0,1563.0,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022215_aid0001,aid0001,2022-08-03 17:19:33+00:00,23114,014,0601,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8459.0,9.0,,228.0,,,,,,,65419.0,,2493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022216_aid0001,aid0001,2022-08-04 13:17:00+00:00,23127,006,0601,True,,,,,,9002.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,2842.0,32.0,,55.0,,,,,,,8938.0,,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022216_aid0001,aid0001,2022-08-04 16:30:42+00:00,23129,012,0601,True,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,3.0,,,,,,,,,14549.0,17.0,,273.0,,,,,,,59183.0,,2567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022217_aid0001,aid0001,2022-08-05 12:28:48+00:00,23142,007,0601,True,,,,,,,,,,,1034.0,3.0,18921.0,792.0,,,6532.0,137.0,,13.0,,,555.0,66.0,36.0,4.0,4991.0,,101.0,,6.0,,27.0,174.0,,53.0,7753.0,98.0,18039.0,224.0,476.0,,,4.0,,,10399.0,5388.0,424.0,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022218_aid0001,aid0001,2022-08-06 11:39:50+00:00,23157,007,0601,True,,,,1525.0,175.0,,4982.0,136.0,8723.0,188.0,26082.0,966.0,19454.0,728.0,,,,,,1143.0,1.0,,8560.0,354.0,,,,,,,128.0,,,3027.0,,171.0,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022219_aid0001,aid0001,2022-08-07 15:42:20+00:00,23175,013,0601,True,,,,,,,2.0,,665.0,,1034.0,6.0,31442.0,1046.0,,,2836.0,201.0,,,,,11788.0,364.0,,,5261.0,,396.0,,,,,7085.0,,153.0,,,12804.0,,375.0,,,80.0,,11.0,,1380.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022220_aid0001,aid0001,2022-08-08 11:39:12+00:00,23188,008,0601,True,,,,,,,,,,,,,31.0,3.0,2.0,,721.0,18.0,,,,,124.0,5.0,81.0,,2368.0,21.0,89.0,,,,,1249.0,,82.0,8900.0,35.0,23252.0,832.0,829.0,,,257.0,,6.0,16008.0,20849.0,493.0,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022220_aid0001,aid0001,2022-08-08 14:53:44+00:00,23190,013,0601,True,,,,,,,,,,,,,,,,,18.0,,,,,,,,51.0,,232.0,12.0,1.0,,,,,,,,16110.0,41.0,3282.0,922.0,73.0,,,,,,48268.0,6004.0,1393.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022221_aid0001,aid0001,2022-08-09 10:50:47+00:00,23204,005,0601,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,65.0,,82.0,,1.0,2.0,1.0,6.0,2.0,,,18918.0,164.0,919.0,439.0,33.0,1218.0,76.0,92.0,17.0,12.0,,48420.0,925.0,1791.0,17.0,2888.0,70.0,190.0,2.0,,,,,,,
